H1 H2 H3 H4 H5 H6 H7 H8 H9 H10 H11 H12 H13 H14 H15 H16 H17 H18 H19 H20 H21 H22 H23 H24 H25 H26 H27 H28 H29 H30 H31 H32 H33 H34 H35 H36 H37 H38 H39 H40 H41 H42 H43 H44 H45 H46 H47 H48 H49 H50 H51 H52 H53 H54 H55 H56 H57 H58 H59 H60 H61 H62 H63 H64 H65 H66 H67 H68 H69 H70 H71 H72 H73 H74 H75 H76 H77 H78 H79 H80 H81 H82 H83 H84 H85 H86 H87 H88 H89 H90 H91 H92 H93 H94 H95 H96 H97 H98 H99 H100 H101 H102 H103 H104 H105 H106 H107 H108 H109 H110 H111 H112 H113 H114 H115 H116 H117 H118 H119 H120 H121 H122 H123 H124 H125 H126 H127 H128 H129 H130 H131
H101 -0.158705336546164 -0.160031929695766 -0.135770679718321 -0.14106681887496 -0.129778412664489 -0.142717948720591 -0.134245985035203 -0.18600068280404 -0.153636000215113 0.0799067342043089 0.105334657096369 0.101403017210916 0.112271416793236 -0.0525765026159121 -0.0283152526384667 -0.0336113917951057 -0.130047450449547 -0.105786200472101 -0.11108233962874 0.491393430282332 0.537598388717471 0.393601934099578 0.380283624336512 0.387382665831852 0.319167754055613 0.392727065657664 0.421420849191071 0.411015134393127 0.365820440706389 0.500990824286318 0.494123397671261 0.380895390385008 0.352632864675749 0.352605373654665 0.358188170286665 0.373329364848691 0.386608073008696 0.413224225651287 0.369716051610465 0.372942976730761 0.373288431081613 0.364811568674915 0.392447795637307 0.343212709038975 0.361448036189935 0.484825256147891 0.48140728659693 0.398958202295725 0.566688491046028 0.562016652390229 0.501207240386221 0.585360525783026 0.516184336562478 0.501032000265035 0.451835909740664 0.604342167548229 0.566551823128434 0.464725383795975 0.503162614951994 0.456602634806242 0.397437658175785 0.639338055730075 0.461276532260977 0.409141506255689 0.60710586290796 0.483266260930178 0.376087186576164 0.361907269458448 0.520407417603173 0.363507864525247 0.495929327655456 0.492700404289134 0.411117953234099 0.630085994971122 0.678852947023189 0.549357582157003 0.424827616453704 0.393984507384185 0.347245775048474 0.467200847304688 0.473487874278567 0.374084035764497 0.383120528164286 0.419334074810864 0.630609353771195 0.538241036750003 0.380537098817261 0.371540208020532 0.472887734388768 0.464750755465214 0.475044568485704 0.523698649913759 0.457557009218825 0.456337534166797 0.559990491472809 0.556264186504751 0.562410246304434 0.452856226272105 0.468478877020568 0.433114161064657 0.884286820436219 0.50081140601435 0.662632639054232 0.400683415251053 0.428552952575204 0.369791318877443 0.380003627681238 0.35042316788849 0.393644987218501 0.405475875303329 0.398499514003401 0.353243116901498 0.357741410917587 0.365558791582807 0.369028170554253 0.397465391408509 0.358713285121125 0.362909965093114 0.379589566883494 0.452317184268373 0.375038289071261 0.356999637771584 0.407662077561555 0.342941371449813 0.379281170913486 0.319640672281759 0.399192481504042 0.351888851072081 0.381693114419737 0.3910745767471 0.387047505475679
H102 0.0368214627189779 -0.0818622406414423 -0.0340571715627835 -0.0448126399681821 0.0196137300938823 -0.00349094404921965 -0.0536458232842052 0.00952611646110138 -0.0667712766198016 0.275433533469451 0.185462021727041 0.224769155986364 0.199136140388548 0.0255931864384116 0.0733982555170704 0.0626427871116719 -0.051877761395223 -0.00407269231656421 -0.0148281607219627 0.425818019847665 0.466674460859121 0.335258842114891 0.362874420535016 0.368207860284139 0.341739456741649 0.380518630179748 0.412477668825404 0.363110516330629 0.366185453647132 0.478255265426153 0.399973311276916 0.382582757771661 0.360252358431488 0.333873815407257 0.336405593122156 0.349212351902574 0.500510881922627 0.391242187201641 0.464367152781138 0.32732846971984 0.329520787821964 0.322277630401116 0.535553214186349 0.381623115255919 0.414854976067205 0.405937651794056 0.491102655209099 0.403918212249633 0.396720953934471 0.435598162533662 0.383757120905831 0.476125256268293 0.484967979356473 0.454486673923473 0.453139129467054 0.486655649507676 0.437126639084797 0.345856872954608 0.373242471423016 0.477829820681352 0.38189009303557 0.500722877660109 0.458501876824558 0.433057725752651 0.511943695177918 0.439838440600763 0.394285515899188 0.400140376755269 0.404552988403881 0.465361734325881 0.435635947549426 0.494520745865879 0.362932611881408 0.464935078522882 0.438357376978063 0.517668427830672 0.461863956039701 0.386127282904266 0.398466028244239 0.479356238433551 0.463628649492269 0.391233346476799 0.4156800700172 0.4618001938256 0.502329225253346 0.448072788603401 0.501819975281274 0.353776406378791 0.402857688586034 0.506212180599258 0.39869824865362 0.512568782866587 0.449507710908774 0.397831918171999 0.532652548144475 0.409315959189047 0.422295414868436 0.474341973072393 0.456085755167525 0.437919034463457 0.50081140601435 0.98734048559317 0.50277852784464 0.512554674038585 0.503361349602213 0.454092595585989 0.449057197259284 0.383071359201465 0.502413514903896 0.532757365231473 0.362340949398992 0.368892774247767 0.367850477010041 0.389090863419504 0.347385955034841 0.338368779013303 0.409505065926595 0.46247372384217 0.380789362239812 0.509757674578421 0.365681411225309 0.349393586761838 0.412230552400193 0.361937545913387 0.447603382446028 0.451561483953098 0.401145797270879 0.46009593217709 0.292130637583552 0.682571803983332 0.538493360725464
H103 -0.156398391785641 -0.182945756322611 -0.132023181231806 -0.130471149598728 -0.144011979660356 -0.153649323329184 -0.129575054673051 -0.183693738043517 -0.13143463912589 0.0822136789648319 0.106740332346271 0.109206228495224 0.13447277788246 -0.0754903292427574 -0.0245677541519516 -0.0230157225188745 -0.152961277076392 -0.102038701985586 -0.100486670352509 0.479509073978082 0.521990755090657 0.382109112910598 0.362799577138406 0.363626669334427 0.311612446384345 0.34245749314698 0.381752274612688 0.404102535307301 0.348927389908689 0.546588255376654 0.506639805248815 0.391742233131412 0.357311182492906 0.335032676996498 0.363132436484005 0.346359825424053 0.396767882439627 0.375579813744298 0.370286944444792 0.356869933438626 0.357902421104952 0.34021340230691 0.387160436652601 0.342727195807575 0.365793918531862 0.47452181521473 0.532626570946137 0.519131991662418 0.560691936380833 0.503229344258679 0.553593742626232 0.551491103383636 0.577472722083619 0.488549260105373 0.468733078136235 0.535810806264969 0.580264998416812 0.509199921725537 0.487333357675028 0.456013697204771 0.403135444783643 0.615463859952569 0.491485894575715 0.474662903494745 0.582323010164828 0.520109557839484 0.360051080559055 0.43135879276021 0.568945055785533 0.379171327934968 0.494609032008481 0.535896912502815 0.404087154868192 0.62906119752435 0.609752751704537 0.535190502256181 0.366609142357546 0.363365565187034 0.354908624687686 0.458153273722392 0.502773804717669 0.347033234334803 0.369780843224034 0.467398915872898 0.665783085849352 0.494383775183735 0.369819960403815 0.366932494896294 0.493626379386984 0.464738039354139 0.463027237991363 0.523523409792573 0.449602778977282 0.491466941514924 0.594720976250661 0.509932127511779 0.556620540379382 0.427807425148789 0.512406743279754 0.469735834323811 0.662632639054232 0.50277852784464 0.891744880134223 0.398077702433193 0.474261195490616 0.361947900460976 0.358441705320323 0.364394904102046 0.401374323952758 0.405825144487503 0.392754132808379 0.341720745892497 0.352040354452596 0.366462119892363 0.359493024941621 0.372616051570331 0.34634135678654 0.382983739140872 0.356609253161603 0.499480755819786 0.338627582150121 0.350781459456237 0.387429897101557 0.353706952191161 0.375685539124944 0.32219140305745 0.386739291164401 0.33099918711663 0.37213580644209 0.383563593805861 0.409123279829816
H104 0.0289332351492016 -0.00192840311073993 0.00744712503145431 -0.00424655015959043 0.0633490380996566 0.0459991914055176 -0.00100124454229554 0.00163788889132507 0.00286444863380894 0.267545305899674 0.260128603839116 0.259491768885931 0.268771865642158 0.105527023969114 0.114902552111308 0.103208876920264 0.0280560761354794 0.0374316042776736 0.0257379290866289 0.372541268726632 0.385657816193984 0.385155287594908 0.42393331052772 0.421133162316242 0.392551946642297 0.452112031009707 0.426870005550971 0.374134173573876 0.43186889047302 0.402690562554771 0.367928105840504 0.445887434085912 0.409188434760844 0.384147021092534 0.393578681782185 0.40535119686189 0.546920448640243 0.450845748558343 0.478774264416715 0.379529801161444 0.380850399572968 0.36986180246454 0.561447818354837 0.444063459334574 0.45734180417712 0.365773633307053 0.40775896221736 0.375153036835479 0.366374863149229 0.369836612454031 0.378373240582779 0.393490758957042 0.398004433412241 0.392056866051137 0.41208861637944 0.399559129373352 0.378287134344933 0.348104233651811 0.357634353372923 0.407790934153775 0.374504212406139 0.404163027664269 0.38664567636573 0.399786202785394 0.398739909055616 0.387507283720381 0.434164572392306 0.360249694103454 0.369065228935099 0.477707746015038 0.394777508291945 0.383385447145001 0.374059693494726 0.399594613378541 0.367232534564738 0.419217389353529 0.405336724716429 0.432448200161821 0.459074283481633 0.456759587948645 0.40145740254511 0.448724095702046 0.450498719831834 0.399894895258624 0.404609544821707 0.377598042230524 0.501230553256524 0.399698401066071 0.389849954697732 0.476715647139601 0.37314661616668 0.429712661905183 0.422545074515862 0.390652886282711 0.431438601495429 0.375844974936653 0.371190575518898 0.424633362718816 0.388927976091933 0.387272217324235 0.400683415251053 0.512554674038585 0.398077702433193 1.09701779135001 0.413021736720656 0.482255148441039 0.517843365187309 0.439165879430751 0.575395757274812 0.597820255836935 0.421656400010496 0.426235774372912 0.437013405143326 0.442193464371729 0.407070778396599 0.397255757234512 0.470165033349024 0.497949857152257 0.435591077843207 0.426931103437038 0.423386396645704 0.410644550584675 0.463368090321065 0.423919867781727 0.484638268762188 0.47857898128236 0.447621851083541 0.538995526007081 0.330628239990719 0.577523768186646 0.554562649737186
H105 -0.135825116784301 -0.206047115311348 -0.144013807892891 -0.0990752530149355 -0.134217001511439 -0.124521375431953 -0.117563840022608 -0.163120463042177 -0.171039572595992 0.102786953966172 0.0996993005385948 0.118062999858495 0.0948678444123578 -0.098591688231494 -0.0365583808130368 0.00838017406491847 -0.176062636065129 -0.114029328646671 -0.0690907737687161 0.575766825506542 0.586297763722114 0.344454467561839 0.356733689391401 0.373355160388299 0.392097981476944 0.355377364763049 0.403101232389562 0.400518832442005 0.379023094411587 0.58964894341348 0.515393152242015 0.35974637831655 0.392060983649008 0.387416333249744 0.388507557238651 0.405525165371969 0.395429965895877 0.320778885328731 0.36489331510325 0.368149790043566 0.370179584135579 0.397096018658254 0.413843136943148 0.370111704323606 0.383907171016508 0.489428912227168 0.584995452289373 0.461863653275152 0.500985737841888 0.549540512497744 0.470550573726216 0.470065787129735 0.465803165038889 0.485032044335123 0.61525507351931 0.424732245620647 0.524437213755538 0.441603921241159 0.364590005577672 0.539734937589598 0.525869835050336 0.520896261244616 0.521707185813699 0.517730978986576 0.497410815148525 0.497340634325977 0.376332244202439 0.566954742190761 0.488073798657013 0.373482200393222 0.488417557526389 0.545433329726555 0.400533001822916 0.449811202093081 0.452081512343128 0.555335304867226 0.494581238222847 0.352017647111391 0.362354392144985 0.446605894361612 0.511253815875681 0.310760043071995 0.399433300426626 0.572950085797759 0.548986635031092 0.4831909936632 0.366480043553687 0.341806973236163 0.453149726226282 0.501785339016824 0.521069684778506 0.484073612877578 0.438675945836929 0.423893103395561 0.622541344611992 0.484378133461353 0.462887724087005 0.457149609241168 0.498724389422503 0.49020568495508 0.428552952575204 0.503361349602213 0.474261195490616 0.413021736720656 0.89793399305283 0.384848223788918 0.352420142303349 0.386083684809154 0.411996697062245 0.414371642740561 0.358645465862062 0.377150192909068 0.361694970956416 0.365678262473996 0.384321474025892 0.381096062728342 0.342063233150766 0.325671076023576 0.371124815058771 0.573746053798102 0.375283346697536 0.413418903256544 0.361883290506136 0.38895910028761 0.400861198594454 0.370652320702995 0.390491331119157 0.334862038896462 0.377742097603123 0.403235599296581 0.420225837514634
H106 -0.0529840129445471 0.0754574285252159 -0.0650511179308079 -0.0760134350763489 -0.0320577028333817 0.0173602688084593 -0.0555701342072107 -0.0802793592024236 -0.0645881625599785 0.185628057805926 0.171865531895997 0.178143354827575 0.201319254448371 0.18291285560507 0.042404309149046 0.031441992003505 0.105441907771435 -0.0350666386845886 -0.0460289558301296 0.393346582478623 0.412033271019811 0.462430307405788 0.548850027666408 0.564946989357944 0.486928924789954 0.591582034508417 0.43646116260524 0.435334091293685 0.543687649887689 0.383670106374336 0.359360898492268 0.42366082243327 0.417213451354035 0.410396889183275 0.415750674710117 0.403041163902963 0.503166793102776 0.571514679069106 0.516179189565138 0.50383335953471 0.50221375085421 0.420135674231826 0.480136341571506 0.412536041830527 0.436385834785352 0.380617270869939 0.348499038624214 0.343625619331432 0.360851287263089 0.36924785651129 0.400286672585534 0.355528868143563 0.353393833094183 0.363499205459134 0.385414756813735 0.368142523694381 0.365228354353604 0.38013109155653 0.370313466619319 0.364000341341283 0.413571314930707 0.355821762568642 0.367639995095305 0.369492490267196 0.353922459997416 0.378592865986906 0.539622733047594 0.377811915108212 0.392160653738667 0.51413752710279 0.40742707171832 0.358152141305288 0.435348260674597 0.375040953399296 0.378958666115477 0.360149539590516 0.378130968390358 0.537795548992033 0.588815008738643 0.446426778854193 0.379208628527453 0.59063934680744 0.517150579345398 0.394024108987245 0.351880131453059 0.363216907793284 0.548719354486891 0.516097382583894 0.371649506022862 0.438509970310955 0.364557246453428 0.389741383330321 0.435357161952349 0.378111228141738 0.366276101353219 0.375662529019191 0.358826216298047 0.446029672871215 0.386122983647665 0.362659457704949 0.369791318877443 0.454092595585989 0.361947900460976 0.482255148441039 0.384848223788918 0.870094429419068 0.514011516497334 0.453736181158448 0.476841960509606 0.483649379190974 0.418120049520724 0.399510202622171 0.447291595513068 0.421200557704936 0.410456473246594 0.404475541232148 0.472937569433598 0.475509009304467 0.425627641499009 0.367649017478877 0.443046654871907 0.428805155444845 0.41851370398784 0.410639464140245 0.484950782330067 0.472368372080747 0.465036322988197 0.706367947060006 0.396674328193866 0.511644684908942 0.479826007908382
H107 -0.0368986774117075 0.0972089420469576 -0.045552778185618 -0.0539073237143632 -0.029816457980076 0.0446819234040367 -0.0293344354973811 -0.0641940236695841 -0.0564960533426435 0.201713393338765 0.232438121469473 0.202125879760853 0.209411363665706 0.204664369126811 0.0619026488942359 0.0535481033654907 0.127193421293177 -0.0155682989393987 -0.0239228444681439 0.340846785744231 0.36079672909129 0.488621681385587 0.467864204432399 0.479824191321086 0.403963263614582 0.461004225825257 0.425545350094485 0.413824668305635 0.47794953378418 0.354189619435797 0.355182444946153 0.500293739187805 0.44689909155124 0.420165950686764 0.45658398451 0.427976670531897 0.514287758872197 0.609186158126811 0.494669766577088 0.470385809258439 0.469519720988457 0.41210835662806 0.504333102699931 0.473869539269526 0.479538805456832 0.35289499822261 0.361828853440156 0.32617929659618 0.339519163195161 0.344886875891276 0.359954014244521 0.368925170054551 0.367728341790817 0.360177696693609 0.357973207456599 0.376759142217077 0.329608892305837 0.340758802366179 0.364790496262278 0.369987025882168 0.342048821558215 0.384221985594962 0.361703327257979 0.354735201153796 0.374676667093471 0.356381634773372 0.470168727076527 0.33964378108369 0.359599598063006 0.527097969168477 0.371881484220603 0.359972301223304 0.413602439126384 0.362588550247482 0.378023305316595 0.368647958833131 0.360381759999897 0.519647418031297 0.519567851507718 0.43517853086821 0.381981770141125 0.54037794893959 0.492597524895251 0.352117922730149 0.352134150909996 0.369558190174413 0.508667419436072 0.457857533310549 0.365011029960052 0.42511197291849 0.365291450485696 0.394664274350473 0.440021492047323 0.359704536255824 0.353062790335882 0.352121555904742 0.360262228555798 0.410225524448321 0.355091131158057 0.371401662962732 0.380003627681238 0.449057197259284 0.358441705320323 0.517843365187309 0.352420142303349 0.514011516497334 1.05825860037217 0.472828210878358 0.510435564404503 0.517242983085871 0.482600602791891 0.453995529271455 0.53923870649315 0.517905189708294 0.449974816055571 0.43688715232623 0.5611392407261 0.530053435593791 0.504314270744959 0.353497499675894 0.502245177814436 0.461852087669365 0.487389792987034 0.447653459702497 0.484480831196506 0.494142047967503 0.455428090013343 0.644183196813945 0.356275182757807 0.49967246633246 0.49916182364346
H108 -0.125711751435246 -0.126787171114675 -0.114855583540721 -0.0883856661754839 -0.108974128311965 -0.0842007065670957 -0.0730618716248712 -0.153007097693123 -0.124328755151734 0.112900319315227 0.122659450141497 0.130126653328893 0.141578661856615 -0.0193317440348212 -0.00740015646086673 0.01906976090437 -0.0968026918684558 -0.0848711042945013 -0.0584011869292646 0.398504782106561 0.413623329880292 0.454741722779879 0.472096126197936 0.427438657927634 0.489568002261157 0.40188872092217 0.444470919865142 0.467301365135085 0.436829869273486 0.382711493258062 0.394290541790708 0.526806225248686 0.513798794124934 0.511931826807582 0.568990409915032 0.509075061625369 0.444970178607084 0.427387187954237 0.450395658779222 0.466269906868227 0.466024364818673 0.525408664088707 0.441582969934341 0.512283215343603 0.504137940671395 0.422491121873161 0.392648225769003 0.425842362117436 0.374889207807142 0.390754494065486 0.422133133069963 0.397668667526968 0.398880149594893 0.40150203003969 0.360461689840936 0.375923269849124 0.350610336932922 0.4193159089379 0.446598083036238 0.396034102277728 0.42470596565776 0.348761111618165 0.444205334802418 0.438685149879231 0.392464568793344 0.434864866795043 0.450457907170576 0.466367094288581 0.405023968936911 0.451796550349244 0.379799746033679 0.407103174203384 0.467359859246027 0.397522735014163 0.38287577330256 0.351049951058635 0.429793197275321 0.431270203853059 0.464035262282098 0.420986139851059 0.41140491347401 0.446615280062643 0.451965432414893 0.398606087124786 0.377804467100297 0.376449595741782 0.458091812518866 0.476280756140859 0.392808933191818 0.400104347773892 0.419876265565909 0.359521060938895 0.430823020613612 0.418810473799151 0.351768895757613 0.36573554552674 0.367382645228325 0.402061296715321 0.400943974422257 0.404171323412922 0.35042316788849 0.383071359201465 0.364394904102046 0.439165879430751 0.386083684809154 0.453736181158448 0.472828210878358 0.82188741012464 0.442588087685402 0.441476154601317 0.502117168962955 0.495800047192867 0.527292101797545 0.546789048825808 0.496064057879934 0.469309602391181 0.498477757420571 0.46975593788989 0.513170739343681 0.388165736062391 0.499702803340308 0.496394737320776 0.486819868999264 0.517958779033536 0.460352313197513 0.528293162503645 0.465518263597915 0.411396012196258 0.481203344396462 0.432608059843898 0.437556746403659
H109 0.0328873401642196 -0.044397065347691 0.0121769128220066 0.00364506837313926 0.0299300082439375 0.0198641921848148 0.00676478725534756 0.00559199390634307 0.00304356414122753 0.271499410914692 0.253681172206971 0.249387547026268 0.268950981149577 0.0630583617321629 0.11963233990186 0.111100495452993 -0.0144125861014717 0.0421613920682259 0.0336295476193586 0.375379868035881 0.396135043978494 0.377392888971858 0.403745212586112 0.40731305058902 0.40198754327109 0.421027436935595 0.431053121671147 0.376950610518111 0.415802992424252 0.407841435280613 0.371025266074932 0.452811296012975 0.419916836015527 0.389837178033747 0.388497929325981 0.402553168002258 0.551879247535953 0.42129774512529 0.475887586097023 0.373695528294722 0.375282075086429 0.371311560232834 0.571540898479083 0.452738148097843 0.463741156798822 0.377972138107749 0.41229667617778 0.387484515826267 0.375012614637473 0.36627028827387 0.388266859421887 0.405378990647524 0.416223714042082 0.396166107621262 0.410723753790795 0.406556865850466 0.384080715656218 0.365525669141103 0.361344672372773 0.405125879484235 0.374380442258349 0.404970076847119 0.394352608523332 0.393974092283686 0.39432402754987 0.39539890225311 0.427458579834983 0.366309223794922 0.379453807259548 0.486308560228256 0.386246814348365 0.391882836988148 0.376698831518839 0.397394968374321 0.375545238032758 0.431681842534408 0.416227649981225 0.421095498406298 0.452205766914198 0.463107228385312 0.407428282776517 0.431446655032443 0.457466906488927 0.395818836683113 0.401863228147111 0.382556841126234 0.498270000386781 0.398739848502706 0.38962276017987 0.484710690042402 0.382316264415289 0.426212824820068 0.435135114431827 0.3942745558225 0.421629877835969 0.375521743503725 0.375395854004089 0.426393393597324 0.406415898676271 0.402063718831716 0.393644987218501 0.502413514903896 0.401374323952758 0.575395757274812 0.411996697062245 0.476841960509606 0.510435564404503 0.442588087685402 1.03408030788126 0.614510333280723 0.424901309345026 0.43271638899967 0.436719723530418 0.4514517620804 0.409968477345889 0.401623559729815 0.465017793797775 0.498084647929645 0.435615056795518 0.426009488148699 0.42550841281946 0.410424743521818 0.46871103687704 0.421240038202176 0.479793914866147 0.495911767311591 0.449825129262353 0.510297079899612 0.337249216262573 0.570899037634379 0.555908983135408
H110 0.0492098008921404 -0.0240558290970026 0.00946190200181711 0.0187633739352308 0.0521993702509535 0.0367554869481274 0.00530564378602309 0.0219144546342638 0.00158442067190287 0.287821871642613 0.251202559946944 0.276347942961515 0.267491837680252 0.0833995979828513 0.116917329081671 0.126218801015085 0.0059286501492167 0.0394463812480364 0.0487478531814501 0.378988518700047 0.396951236650737 0.36720177368652 0.40966613666687 0.407649058685932 0.386041600536789 0.423239858603799 0.421364353326155 0.361743413284319 0.408677670966025 0.405732195770841 0.354311028020102 0.441903597592144 0.405958118677595 0.379165878173079 0.3823108146534 0.400805913787735 0.543128685976607 0.432146101694441 0.480737329202043 0.366887867401714 0.367735668692912 0.353962001047566 0.579582022146301 0.441498014201783 0.456312949685387 0.362742778508941 0.414398286020907 0.380566043108182 0.360522000539174 0.362099948817679 0.381208025058707 0.411824424033643 0.40563367618647 0.396479953353158 0.412832751088928 0.411000298930207 0.37979956437495 0.345169415768765 0.355142782790183 0.408372544853151 0.363472743837518 0.403725169572943 0.399438750188515 0.406477238773977 0.405261033579082 0.384321292367162 0.424396358629555 0.355977746864487 0.372439297626397 0.484177158353469 0.38343576661311 0.388746741232669 0.361609833565128 0.398972068912087 0.377469548955763 0.442788760028737 0.424586434213661 0.422761248404126 0.457543082049554 0.462327730776455 0.406235087687376 0.434323947651105 0.448324809814312 0.393827796453422 0.407503428937676 0.379199121720602 0.504464260302727 0.396660158812954 0.38728450956494 0.483524882408266 0.371792713654723 0.428934980883623 0.4249587740565 0.39783149430163 0.437679002728702 0.362390421126362 0.375473301175823 0.42209007995104 0.398012547502164 0.38776517856355 0.405475875303329 0.532757365231473 0.405825144487503 0.597820255836935 0.414371642740561 0.483649379190974 0.517242983085871 0.441476154601317 0.614510333280723 1.11346565715429 0.41318837832864 0.42740099401769 0.430022874462487 0.442280115585764 0.40220044730222 0.386379425220997 0.466594894335541 0.503924310005347 0.431023632404037 0.432794744465052 0.416861275630185 0.40441492776936 0.459384253827297 0.417246997666107 0.49503041970832 0.490441235774504 0.449924738799102 0.52800838216849 0.313672032508017 0.606606180295649 0.585048678297156
H111 -0.155218457783763 -0.123316278320482 -0.132926509541362 -0.127400027115548 -0.142233661803066 -0.136482936696297 -0.0925585764414944 -0.182513804041639 -0.155423764326344 0.0833936129667101 0.135807908992355 0.095522603026866 0.110483652682005 -0.0158608512406277 -0.0254710824615081 -0.0199446000356941 -0.0933317990742623 -0.102942030295143 -0.0974155478693287 0.382169908032115 0.383015892736017 0.487533424489264 0.462018426512799 0.452776417536886 0.449216511965172 0.427086118886325 0.436690718686587 0.484047514573421 0.470123917923217 0.369139527355518 0.409736499148148 0.553481114213859 0.528136633231611 0.488083910992963 0.550623985714187 0.482250001443699 0.421698484282861 0.451845840417884 0.42429456918805 0.484294086022443 0.484026381607873 0.491528584377179 0.409919126724339 0.539179727958929 0.518364967952996 0.419542316267933 0.414018922040523 0.387618458862916 0.399207498625692 0.435055850672797 0.405066900950014 0.403414896462729 0.402262392929025 0.400377925820719 0.341230933404496 0.425425394780018 0.398760557597884 0.459140467812129 0.466417413756689 0.41463450292234 0.409848582584332 0.415254383060759 0.438404971565227 0.37670319132835 0.351174871711713 0.382634348850877 0.439375513604747 0.426089478542647 0.428042067674565 0.431893535507341 0.37542516161247 0.433497339878363 0.484106008684363 0.420614708301869 0.415298102261691 0.343218037695045 0.398609538640649 0.444352175608871 0.416266767161006 0.419440950696798 0.409313052649373 0.439115802174282 0.458945366336503 0.338603966515269 0.362156626341324 0.421430598209562 0.434450745444389 0.48420628430312 0.389904452316622 0.382594868353637 0.413994640323662 0.393908452929379 0.413705076308627 0.417937543050353 0.32376184277513 0.419943479295874 0.431696617444418 0.387713648037244 0.428387158707959 0.41862736179968 0.398499514003401 0.362340949398992 0.392754132808379 0.421656400010496 0.358645465862062 0.418120049520724 0.482600602791891 0.502117168962955 0.424901309345026 0.41318837832864 0.81509591685857 0.494306570223641 0.548684960434081 0.567066401756576 0.540956410887652 0.571632030608449 0.533603894911564 0.470818520352425 0.553283408963108 0.360875266215401 0.494803709613738 0.533242151827954 0.584650724573439 0.518489464735705 0.441705165706475 0.43090313211338 0.499964755228439 0.361566417128746 0.517474537413244 0.386294893358808 0.415400557785204
H112 -0.156851933080625 -0.170353052078611 -0.111747523782515 -0.15052360902221 -0.129276913464881 -0.118739117514815 -0.0862726999729033 -0.184147279338502 -0.14419568045935 0.0817601376698475 0.124637229283924 0.111545145192162 0.121711736549 -0.0628976249987574 -0.00429209670266079 -0.0430681819423559 -0.140368572832392 -0.0817630445362954 -0.120539129775991 0.433149887281485 0.357698236692844 0.47227748216302 0.406072382018534 0.421437985664567 0.478928008254895 0.417407705088922 0.439652240402889 0.473357019440321 0.408194034874831 0.409023549187247 0.466124095461242 0.593032700570359 0.574750626572974 0.546547382162486 0.528490322778207 0.659895284210298 0.420456544101268 0.399741272526265 0.429531427045919 0.433430610571678 0.433657865642449 0.508459783508101 0.420327203085769 0.595700298462114 0.532629295827082 0.436133692468621 0.38231111741795 0.46513417649056 0.431061356866891 0.411858394216085 0.38051754022737 0.379419594865467 0.391461085970849 0.407166149229656 0.409246383895597 0.355258499400959 0.390057287861153 0.439976561788194 0.461341384427456 0.427628188535551 0.446622485858918 0.354366131168091 0.416278696084251 0.404974133892081 0.3803987959711 0.422525758137611 0.448402135880226 0.439230913255959 0.37844184702967 0.419134552972817 0.417089560100425 0.400866103380154 0.473371188821232 0.337933464144192 0.387010689306473 0.371023570593455 0.408337969141611 0.426976033696167 0.421008665533533 0.419240641670922 0.373933682889271 0.418008995484009 0.444494656605814 0.434691746025702 0.381710371999052 0.446029975635764 0.375616206043134 0.427580593948387 0.415345999613404 0.398233262858669 0.430689440894421 0.345623199275389 0.417892915555773 0.380002113858491 0.32789796983724 0.409282533982794 0.416765723138398 0.437600283945861 0.419513977506111 0.411918704914323 0.353243116901498 0.368892774247767 0.341720745892497 0.426235774372912 0.377150192909068 0.399510202622171 0.453995529271455 0.495800047192867 0.43271638899967 0.42740099401769 0.494306570223641 0.842819340011187 0.511384852372656 0.579188367679186 0.539212123765713 0.52799348615266 0.518436602045382 0.431871009824866 0.555114650063632 0.378279262466649 0.51131382380937 0.474651398441868 0.524419956176223 0.622400559096526 0.492433971485671 0.473490962476971 0.470177688907189 0.359992041471924 0.512088234973797 0.418695423270383 0.417748920736084
