,Trait,study,mgid,Designations,predicted.value,std.error,Reliability
1070,GYKGPHA,Myanmar_2018WS,400000008,Sin Thu Kha,4456.49484,306.2922574,0.689133592
1071,GYKGPHA,Myanmar_2018WS,300100249,IR103786-B-B-1-3,5268.968034,331.9714834,0.814667471
1072,GYKGPHA,Myanmar_2018WS,300099901,IR103390-B-B-2-3,4897.449904,332.7565377,0.814004211
1073,GYKGPHA,Myanmar_2018WS,2451117,IR09A235,4494.594935,324.0978091,0.824154795
1074,GYKGPHA,Myanmar_2018WS,300718661,IR117826-B-3-2-2-3,4177.293161,262.3849845,0.885475237
1075,GYKGPHA,Myanmar_2018WS,3593039,IR13A153,4985.110933,323.8624129,0.824424416
1076,GYKGPHA,Myanmar_2018WS,300437396,IR16F1079,4933.071435,326.2606768,0.822250873
1077,GYKGPHA,Myanmar_2018WS,300437362,IR16F1045,4339.797937,324.1776202,0.824654939
1078,GYKGPHA,Myanmar_2018WS,4229118,IR14A185,4676.325522,316.2761725,0.831404764
1079,GYKGPHA,Myanmar_2018WS,4274682,IR14L521,4870.597694,326.1430917,0.821432277
1080,GYKGPHA,Myanmar_2018WS,300133971,IR15T1462,4199.803188,332.8054475,0.813725972
1081,GYKGPHA,Myanmar_2018WS,4608486,IR115838:5-5-5,4247.392322,329.9812463,0.816457579
1082,GYKGPHA,Myanmar_2018WS,300437498,IR16F1181,4522.589434,331.631273,0.816425866
1083,GYKGPHA,Myanmar_2018WS,3041133,IR86385-194-2-1-B,3922.297057,293.2462677,0.855468615
1084,GYKGPHA,Myanmar_2018WS,300100036,IR103410-B-B-2-3,5576.94862,331.2954231,0.815483029
1085,GYKGPHA,Myanmar_2018WS,300718893,IR117823-B-43-1-1-1,3677.190297,278.3442845,0.871098898
1086,GYKGPHA,Myanmar_2018WS,300718527,IR117820-B-46-3-1-4,4586.740627,316.6639642,0.833195119
1087,GYKGPHA,Myanmar_2018WS,300718376,IR118172-B-56-2-1-3,4303.502109,302.1338569,0.847339991
1088,GYKGPHA,Myanmar_2018WS,3946146,IR14L159,4202.523503,333.3569152,0.81302972
1089,GYKGPHA,Myanmar_2018WS,2972722,IR11A341,5062.778131,326.4768098,0.82117764
1090,GYKGPHA,Myanmar_2018WS,4609098,IR122310:7-2-2,5283.081489,328.230454,0.819108465
1091,GYKGPHA,Myanmar_2018WS,2816318,IR10M210,4066.378584,328.7161083,0.819736283
1092,GYKGPHA,Myanmar_2018WS,1855984,IR06N188,3905.234665,333.0438149,0.810638095
1093,GYKGPHA,Myanmar_2018WS,300162945,IR13F474,5198.620476,334.2348955,0.813729306
1094,GYKGPHA,Myanmar_2018WS,300437378,IR16F1061,5168.072703,317.677731,0.831698289
1095,GYKGPHA,Myanmar_2018WS,300100298,IR103791-B-B-3-1,4306.902286,324.3714086,0.82351488
1096,GYKGPHA,Myanmar_2018WS,300100114,IR103419-B-B-1-3,4923.68132,311.0508683,0.83792973
1097,GYKGPHA,Myanmar_2018WS,4226358,IR110615-C1-B-B-B-1-1,4073.9623,333.0992922,0.814747606
1098,GYKGPHA,Myanmar_2018WS,2309546,IR81412-B-B-82-1,4940.88964,325.7939872,0.818968595
1099,GYKGPHA,Myanmar_2018WS,300223874,IR16L1421,5083.865296,311.5851968,0.836638675
1100,GYKGPHA,Myanmar_2018WS,4140037,IR87959-6-2-3-1-2-BAY B-CMU 1,4742.994734,329.7175362,0.819542977
1101,GYKGPHA,Myanmar_2018WS,4220423,IR105469:72-18-2,2487.398237,322.7215816,0.821518718
1102,GYKGPHA,Myanmar_2018WS,3592212,IR13N143,5028.205113,331.0783126,0.816126359
1103,GYKGPHA,Myanmar_2018WS,4278014,IR14L586,5262.251196,329.0311461,0.818014421
1104,GYKGPHA,Myanmar_2018WS,4228888,IR14N153,4497.67832,334.1199521,0.813670225
1105,GYKGPHA,Myanmar_2018WS,300437476,IR16F1159,5190.819869,330.8602954,0.817444477
1106,GYKGPHA,Myanmar_2018WS,1161409,IR74371-70-1-1,4511.365104,304.2213197,0.841891955
1107,GYKGPHA,Myanmar_2018WS,300159918,IR15L1505,4616.446898,255.2595478,0.890383597
1108,GYKGPHA,Myanmar_2018WS,300719793,IR118165-B-9-2-1-5,4937.333472,265.8512184,0.881509938
1109,GYKGPHA,Myanmar_2018WS,300718347,IR117823-B-38-3-2-3,3949.058837,278.1758231,0.871254879
1110,GYKGPHA,Myanmar_2018WS,3041042,IR86385-84-1-1-B,3730.636298,292.6496867,0.856056087
1111,GYKGPHA,Myanmar_2018WS,300233098,IR16A1957,4932.088846,330.210592,0.816744277
1112,GYKGPHA,Myanmar_2018WS,300718957,IR118178-B-38-5-1-5,4690.788011,328.4273996,0.818452635
1113,GYKGPHA,Myanmar_2018WS,1162264,SAMBHA MAHSURI,3943.793086,281.2557953,0.860201199
1114,GYKGPHA,Myanmar_2018WS,4229236,IR93339:29-B-7-7-B-B-B-16,5924.943938,330.8929982,0.818266741
1115,GYKGPHA,Myanmar_2018WS,4229275,IR93339:39-B-6-5-B-B-B-47,5531.089516,330.6918376,0.818487637
1116,GYKGPHA,Myanmar_2018WS,2162177,BINA dhan 8,4176.108384,329.4216577,0.814405824
1117,GYKGPHA,Myanmar_2018WS,2972293,IR11A293,4988.72035,312.0472068,0.836580008
1118,GYKGPHA,Myanmar_2018WS,300224531,IR16L1499,5096.988272,315.8447728,0.833382112
1119,GYKGPHA,Myanmar_2018WS,2972309,IR11A297,4988.597346,311.7453403,0.836896032
1120,GYKGPHA,Myanmar_2018WS,300589973,IR108042-B-B-B-4-B-B,5191.557204,331.3755944,0.816662922
1121,GYKGPHA,Myanmar_2018WS,2254836,SAMBHA MAHSURI-SUB1,3901.366154,288.3685198,0.859111566
1122,GYKGPHA,Myanmar_2018WS,300719618,IR117824-B-50-1-2-5,4006.024917,308.5653682,0.84158862
1123,GYKGPHA,Myanmar_2018WS,3154372,IR87707-446-B-B-B,4571.18203,277.3153103,0.872423122
1124,GYKGPHA,Myanmar_2018WS,1265595,KOMBOKA (IR05N221),5287.294212,330.3145024,0.813661838
1125,GYKGPHA,Myanmar_2018WS,3592044,IR13N131,4400.10289,323.3884618,0.824494782
1126,GYKGPHA,Myanmar_2018WS,2146449,IR81047-B-106-2-4,4731.121585,327.1620452,0.817028235
1127,GYKGPHA,Myanmar_2018WS,2434116,OM4900,4494.487695,323.8477937,0.802775798
1128,GYKGPHA,Myanmar_2018WS,300589943,IR108043-B-B-B-6-B-B,4364.172373,325.0865699,0.823647725
1129,GYKGPHA,Myanmar_2018WS,2285605,A69-1,5126.869638,310.0420247,0.787650312
1130,GYKGPHA,Myanmar_2018WS,63333,IR68,5162.802709,329.0528377,0.815744411
1131,GYKGPHA,Myanmar_2018WS,3874531,IR93346:1-B-13-7-6-1RGA-2RGA-1-B,4451.779862,335.682834,0.813136504
1132,GYKGPHA,Myanmar_2018WS,2147653,IR81023-B-116-1-2,3963.106038,326.0858835,0.818229984
1133,GYKGPHA,Myanmar_2018WS,1635226,IR79913-B-176-B-4,4692.713041,331.8660602,0.812577281
1134,GYKGPHA,Myanmar_2018WS,1253989,IRRI 154,5033.251813,233.912111,0.907067605
1135,GYKGPHA,Myanmar_2018WS,300223871,IR16L1419,4854.537125,311.8705575,0.836339314
1136,GYKGPHA,Myanmar_2018WS,3423716,IR12A136,4592.658676,332.4407114,0.815534199
1137,GYKGPHA,Myanmar_2018WS,300099924,IR103394-B-B-1-2,5615.814304,332.2904977,0.814615203
1138,GYKGPHA,Myanmar_2018WS,3425923,IR12A173,5463.940515,331.5519985,0.814981785
1139,GYKGPHA,Myanmar_2018WS,4689031,PR44522-15-5-2-B,4871.421158,332.7177305,0.810673269
1140,GYKGPHA,Myanmar_2018WS,3638786,IR91648-B-289-B ,3862.776973,240.3216436,0.903540738
1141,GYKGPHA,Myanmar_2018WS,1320705,IR80312-6-B-3-2-B,4125.676534,314.298219,0.835460675
1142,GYKGPHA,Myanmar_2018WS,300589996,IR108040-B-B-B-4-B-B,4954.370931,330.9311069,0.817249868
1143,GYKGPHA,Myanmar_2018WS,300172496,IR101793-1-1-1-3-5-4,4003.957491,306.2559555,0.844494488
1144,GYKGPHA,Myanmar_2018WS,1111689,IR03A262,5101.254043,326.9630867,0.818290267
1145,GYKGPHA,Myanmar_2018WS,300589958,IR108048-B-B-B-6-B-B,4910.38233,320.4228833,0.828817079
1146,GYKGPHA,Myanmar_2018WS,300100153,IR103421-B-B-5-3,4544.369768,327.465904,0.819671778
1147,GYKGPHA,Myanmar_2018WS,4027372,IR14L253,4984.817578,324.2291121,0.823879335
1148,GYKGPHA,Myanmar_2018WS,4609623,IR15A4029,4939.728473,271.9190207,0.875851111
1149,GYKGPHA,Myanmar_2018WS,300133075,IR15T1319,4015.159415,322.6329991,0.826423491
1150,GYKGPHA,Myanmar_2018WS,4395286,IR15A1103,3948.459983,307.6203611,0.834076392
1151,GYKGPHA,Myanmar_2018WS,300100388,IR103801-B-B-3-1,4928.459116,327.9043602,0.819312249
1152,GYKGPHA,Myanmar_2018WS,4689013,PR42071-14-2-2-2,3884.974514,331.8472852,0.811662594
1153,GYKGPHA,Myanmar_2018WS,300223848,IR16L1411,5043.355926,323.2037773,0.824244699
1154,GYKGPHA,Myanmar_2018WS,4270335,IR96321-1447-651-B-1-1-2,4739.206379,290.5000514,0.860000643
1155,GYKGPHA,Myanmar_2018WS,300100050,IR103412-B-B-1-2,5144.813652,326.6035682,0.820697443
1156,GYKGPHA,Myanmar_2018WS,2472088,IR09A220,4658.836307,326.3651217,0.821233069
1157,GYKGPHA,Myanmar_2018WS,3771803,IR13L188,4497.536523,292.9925702,0.857207389
1158,GYKGPHA,Myanmar_2018WS,4193129,IR14F717,5081.689767,273.5677317,0.869490206
1159,GYKGPHA,Myanmar_2018WS,300718726,IR118170-B-52-1-1-3,4944.957509,306.1178149,0.842980634
1160,GYKGPHA,Myanmar_2018WS,3523215,IR12N249,4499.719668,333.1884997,0.814705458
1161,GYKGPHA,Myanmar_2018WS,4453593,IR100632-37-AJY 3-CMU 1,4641.613516,315.2481584,0.831480301
1162,GYKGPHA,Myanmar_2018WS,4474307,IR15D120,4272.517631,333.7354489,0.814012957
1163,GYKGPHA,Myanmar_2018WS,4333583,IR97418-32-3-1-AJY 1-1,3547.166812,321.326053,0.828500347
1164,GYKGPHA,Myanmar_2018WS,300100196,IR103781-B-B-2-1,4897.676919,327.6197336,0.819814028
1165,GYKGPHA,Myanmar_2018WS,3042709,IR55423-01,4721.687217,285.8258108,0.821830578
1166,GYKGPHA,Myanmar_2018WS,300133147,IR15T1330,4427.437786,331.3902236,0.815254261
1167,GYKGPHA,Myanmar_2018WS,4228927,IR14A150,5178.221719,320.5370293,0.827673092
1168,GYKGPHA,Myanmar_2018WS,300125440,IR15T1303,4859.53893,331.6775152,0.816408495
1169,GYKGPHA,Myanmar_2018WS,300437350,IR16F1033,5184.314086,306.3625046,0.843756714
1170,GYKGPHA,Myanmar_2018WS,1384968,IR05N359,4553.513144,333.3744166,0.81032153
1171,GYKGPHA,Myanmar_2018WS,300133165,IR15T1476,5135.332515,331.9318304,0.816961951
1172,GYKGPHA,Myanmar_2018WS,300172497,IR101840-1-1-11-2-1,4061.491989,306.9658297,0.843662946
1173,GYKGPHA,Myanmar_2018WS,3427099,IR12N240,5232.393428,334.622186,0.811539365
1174,GYKGPHA,Myanmar_2018WS,2652391,IR83381-B-B-137-3,5563.469906,326.1564154,0.81851337
1175,GYKGPHA,Myanmar_2018WS,2781606,BRRI dhan 53,4546.579411,333.1895175,0.811469108
1176,GYKGPHA,Myanmar_2018WS,144974,IR54447-3B-10-2,4923.84614,333.8408834,0.803826278
1177,GYKGPHA,Myanmar_2018WS,999446,NSIC RC 190,5488.975404,334.2556536,0.804168629
1178,GYKGPHA,Myanmar_2018WS,2972796,IR11N202,5271.35473,324.8211503,0.822961868
1179,GYKGPHA,Myanmar_2018WS,300287234,IR100842-B-B RGA-B RGA-B RGA-9,5002.124566,325.6960054,0.823129983
1180,GYKGPHA,Nepal_2018WS,2972293,IR11A293,4627.291817,387.5240756,0.616367794
1181,GYKGPHA,Nepal_2018WS,300350942,IR108289-B-AJY 1-2-B-1,3683.213527,434.7729491,0.518593566
1182,GYKGPHA,Nepal_2018WS,2696701,IR10N271,4455.623854,438.0546173,0.509350164
1183,GYKGPHA,Nepal_2018WS,400000011,Sukhadhan-6,3582.846406,360.982953,0.342753563
1184,GYKGPHA,Nepal_2018WS,300099883,IR103388-B-B-2-3,3514.228012,393.8467417,0.603455038
1185,GYKGPHA,Nepal_2018WS,300099877,IR103387-B-B-3-3,3884.18839,395.8809306,0.59934821
1186,GYKGPHA,Nepal_2018WS,300125440,IR15T1303,3296.408931,425.9272094,0.539166135
1187,GYKGPHA,Nepal_2018WS,4194510,IR14F703,4074.385296,304.7605423,0.753461961
1188,GYKGPHA,Nepal_2018WS,300038744,IR99982-B-B-B-B-1,3404.438385,397.1656729,0.597147428
1189,GYKGPHA,Nepal_2018WS,300293456,IR99993-B-B RGA-B RGA-B RGA-1,4397.858644,393.091391,0.605921428
1190,GYKGPHA,Nepal_2018WS,3773687,IR13L337,4054.143779,404.8285483,0.580811669
1191,GYKGPHA,Nepal_2018WS,300039577,IR99047-B-B-B-B-47,3886.785472,427.198597,0.533330558
1192,GYKGPHA,Nepal_2018WS,300172497,IR101840-1-1-11-2-1,3916.410397,377.8355703,0.639470642
1193,GYKGPHA,Nepal_2018WS,4609098,IR122310:7-2-2,3783.458006,418.2254779,0.552972166
1194,GYKGPHA,Nepal_2018WS,300100240,IR103785-B-B-1-3,3768.731162,411.8478922,0.567124167
1195,GYKGPHA,Nepal_2018WS,300100036,IR103410-B-B-2-3,2975.777147,427.4588757,0.532429375
1196,GYKGPHA,Nepal_2018WS,4027390,IR95781-15-1-1-4,3911.506986,409.4352385,0.570930406
1197,GYKGPHA,Nepal_2018WS,300162945,IR13F474,3370.482242,432.7148657,0.524776751
1198,GYKGPHA,Nepal_2018WS,300071001,IR15T1133,3520.079918,432.6354125,0.514988552
1199,GYKGPHA,Nepal_2018WS,2857055,NSIC RC 392,3518.24784,344.4267746,0.700203283
1200,GYKGPHA,Nepal_2018WS,300099979,IR103404-B-B-1-3,2749.383532,433.9772646,0.51805761
1201,GYKGPHA,Nepal_2018WS,4289449,IR15M1289,3517.039806,436.0512868,0.509464635
1202,GYKGPHA,Nepal_2018WS,4193103,IR14F711,4292.082595,305.1155427,0.752887267
1203,GYKGPHA,Nepal_2018WS,300437489,IR16F1172,3277.578937,430.7386706,0.528593348
1204,GYKGPHA,Nepal_2018WS,4193129,IR14F717,4040.27741,305.2040163,0.752743936
1205,GYKGPHA,Nepal_2018WS,3592044,IR13N131,3742.175545,403.3523074,0.584411828
1206,GYKGPHA,Nepal_2018WS,300046424,IR15L1442,3948.703711,431.30412,0.523897061
1207,GYKGPHA,Nepal_2018WS,300159905,IR15L1222,3241.525073,354.9389395,0.677394366
1208,GYKGPHA,Nepal_2018WS,2433533,IR09A228,3834.405222,380.9717337,0.632508629
1209,GYKGPHA,Nepal_2018WS,2451001,IR09N516,3765.003834,389.8059721,0.612205935
1210,GYKGPHA,Nepal_2018WS,300718726,IR118170-B-52-1-1-3,3785.014086,381.0503228,0.62966584
1211,GYKGPHA,Nepal_2018WS,300294018,IR100097-B-B RGA-B RGA-8,3898.66031,397.2844983,0.592062797
1212,GYKGPHA,Nepal_2018WS,2652472,IR83388-B-B-108-3,3922.228067,387.8355087,0.608880443
1213,GYKGPHA,Nepal_2018WS,300589973,IR108042-B-B-B-4-B-B,3476.186044,426.6430475,0.537414827
1214,GYKGPHA,Nepal_2018WS,3945606,IR14L144,3876.217912,419.5019422,0.54957928
1215,GYKGPHA,Nepal_2018WS,3088465,IR10F559,3513.050119,414.2405012,0.561585556
1216,GYKGPHA,Nepal_2018WS,300223874,IR16L1421,3956.39506,385.2558443,0.619856838
1217,GYKGPHA,Nepal_2018WS,300224531,IR16L1499,3836.378204,390.4700237,0.612383075
1218,GYKGPHA,Nepal_2018WS,2451117,IR09A235,3461.982958,412.2794133,0.566873522
1219,GYKGPHA,Nepal_2018WS,300718433,IR117826-B-43-1-2-5,3820.292965,332.6021239,0.719892603
1220,GYKGPHA,Nepal_2018WS,3593039,IR13A153,3506.176222,400.7006351,0.590893685
1221,GYKGPHA,Nepal_2018WS,300159916,IR15L1504,3442.03748,323.3553812,0.732252862
1222,GYKGPHA,Nepal_2018WS,144974,IR54447-3B-10-2,3875.001028,433.495907,0.496516911
1223,GYKGPHA,Nepal_2018WS,2434116,OM4900,3074.526506,410.4503847,0.517771636
1224,GYKGPHA,Nepal_2018WS,300223871,IR16L1419,3950.491868,384.218565,0.62190111
1225,GYKGPHA,Nepal_2018WS,2524949,IR09A130,3711.034371,367.1363655,0.656858758
1226,GYKGPHA,Nepal_2018WS,3944836,IR14L101,3900.980481,391.3995523,0.61087136
1227,GYKGPHA,Nepal_2018WS,4278014,IR14L586,3132.395796,420.4505842,0.547679813
1228,GYKGPHA,Nepal_2018WS,4453460,IR100701-AJY 24-AJY 1-CMU 1,3533.627138,402.7208207,0.579141075
1229,GYKGPHA,Nepal_2018WS,300160564,IR15L1361,3451.61999,354.3731558,0.678422033
1230,GYKGPHA,Nepal_2018WS,3492858,IR12M112,4746.38112,408.7536684,0.575701117
1231,GYKGPHA,Nepal_2018WS,1189517,IR72667-16-1-B-B-3,3654.990877,429.2284718,0.528145136
1232,GYKGPHA,Nepal_2018WS,2348720,IR08A176,3443.968786,407.272832,0.576519509
1233,GYKGPHA,Nepal_2018WS,3041036,IR86385-80-1-2-B,2889.478838,342.1692433,0.700475597
1234,GYKGPHA,Nepal_2018WS,4028089,IR14L245,3664.338319,417.4694085,0.555531962
1235,GYKGPHA,Nepal_2018WS,999446,NSIC RC 190,2959.12584,434.1794474,0.497059789
1236,GYKGPHA,Nepal_2018WS,1320705,IR80312-6-B-3-2-B,3570.293819,391.2939638,0.611809176
1237,GYKGPHA,Nepal_2018WS,300437414,IR16F1097,3301.076344,419.1348351,0.553736142
1238,GYKGPHA,Nepal_2018WS,2472088,IR09A220,3557.879212,404.8397735,0.581303676
1239,GYKGPHA,Nepal_2018WS,300589957,IR108028-B-B-B-4-B-B,3798.877249,366.9120769,0.65853983
1240,GYKGPHA,Nepal_2018WS,300159798,IR15L1203,3376.951371,433.0739757,0.519505461
1241,GYKGPHA,Nepal_2018WS,1635226,IR79913-B-176-B-4,2752.735653,424.4155175,0.533413511
1242,GYKGPHA,Nepal_2018WS,3040989,IR86385-24-3-1-B,2791.975873,342.2713211,0.700296859
1243,GYKGPHA,Nepal_2018WS,2972796,IR11N202,3830.755565,407.1911833,0.576524737
1244,GYKGPHA,Nepal_2018WS,300100073,IR103414-B-B-6-1,2834.896981,420.2012904,0.547788277
1245,GYKGPHA,Nepal_2018WS,300589929,IR108028-B-B-B-1-B-B,3805.506351,366.98339,0.658407084
1246,GYKGPHA,Nepal_2018WS,2254836,SAMBHA MAHSURI-SUB1,3394.668192,365.5506173,0.655390072
1247,GYKGPHA,Nepal_2018WS,2858722,IR10A231,4435.736637,430.2290439,0.530042694
1248,GYKGPHA,Nepal_2018WS,2816318,IR10M210,3272.944312,416.5525352,0.559385272
1249,GYKGPHA,Nepal_2018WS,4193113,IR14F713,4141.090766,304.441349,0.753978117
1250,GYKGPHA,Nepal_2018WS,1253961,IR04A428,3982.608271,387.747943,0.611018701
1251,GYKGPHA,Nepal_2018WS,3042709,IR55423-01,3478.684427,332.3033846,0.633433386
1252,GYKGPHA,Nepal_2018WS,300350892,IR108175-B-22-AJY 3-B-1,3356.764853,437.5523983,0.509849653
1253,GYKGPHA,Nepal_2018WS,300223848,IR16L1411,4177.300831,407.7190676,0.574273467
1254,GYKGPHA,Nepal_2018WS,3806873,IR13A515,3717.436536,411.2932581,0.567561265
1255,GYKGPHA,Nepal_2018WS,300100227,IR103783-B-B-6-2,3780.480273,387.7188071,0.616858989
1256,GYKGPHA,Nepal_2018WS,4392936,IR15A1479,4152.382843,401.7927816,0.582104187
1257,GYKGPHA,Nepal_2018WS,4689013,PR42071-14-2-2-2,3410.17829,436.7255517,0.503487317
1258,GYKGPHA,Nepal_2018WS,2781606,BRRI dhan 53,3668.310719,428.4926156,0.525386986
1259,GYKGPHA,Nepal_2018WS,3771803,IR13L188,3686.653458,331.3985356,0.721934706
1260,GYKGPHA,Nepal_2018WS,400000009,Sabitri,3725.092351,361.0704891,0.342434768
1261,GYKGPHA,Nepal_2018WS,1265595,KOMBOKA (IR05N221),3714.956921,423.6962028,0.533331203
1262,GYKGPHA,Nepal_2018WS,2158291,IR79971-B-227-B-B,3117.215198,401.2879578,0.58079602
1263,GYKGPHA,Nepal_2018WS,4029135,IR14L256,3594.741498,419.0949212,0.550831567
1264,GYKGPHA,Nepal_2018WS,1960929,IR06A150,3634.614374,405.4826713,0.573824356
1265,GYKGPHA,Nepal_2018WS,4453593,IR100632-37-AJY 3-CMU 1,3275.369706,382.9565805,0.621472246
1266,GYKGPHA,Nepal_2018WS,2652391,IR83381-B-B-137-3,3818.29122,413.5636266,0.555849094
1267,GYKGPHA,Nepal_2018WS,300099976,IR103401-B-B-3-3,4085.141741,419.9237738,0.548688766
1268,GYKGPHA,Nepal_2018WS,300100196,IR103781-B-B-2-1,4303.825337,409.7724144,0.57093864
1269,GYKGPHA,Nepal_2018WS,300100249,IR103786-B-B-1-3,4103.982221,429.1615646,0.528540024
1270,GYKGPHA,Nepal_2018WS,300296708,IR108005-B-B RGA-B RGA-1,4039.113439,416.0451857,0.549396932
1271,GYKGPHA,Nepal_2018WS,4270335,IR96321-1447-651-B-1-1-2,3537.200487,341.9244036,0.704779231
1272,GYKGPHA,Nepal_2018WS,2697338,IR10N237,4658.177628,420.1343927,0.55170957
1273,GYKGPHA,Nepal_2018WS,300224366,IR16L1478,3599.412157,421.2633234,0.545616278
1274,GYKGPHA,Nepal_2018WS,4333471,IR96173-34-3-2-AJY 3-1,3044.586117,436.6451288,0.515638794
1275,GYKGPHA,Nepal_2018WS,3874531,IR93346:1-B-13-7-6-1RGA-2RGA-1-B,3692.624146,437.4185035,0.51703729
1276,GYKGPHA,Nepal_2018WS,4229178,IR14A216,3392.349264,421.9188254,0.53757268
1277,GYKGPHA,Nepal_2018WS,4228927,IR14A150,4086.592114,392.2223445,0.607251587
1278,GYKGPHA,Nepal_2018WS,2847870,Ciherang-Sub1,3360.82988,289.3347021,0.782956629
1279,GYKGPHA,Nepal_2018WS,3154372,IR87707-446-B-B-B,3392.238634,306.2020316,0.763248082
1280,GYKGPHA,Nepal_2018WS,300172496,IR101793-1-1-1-3-5-4,3872.768349,377.5285837,0.640309079
1281,GYKGPHA,Nepal_2018WS,2697797,IR10N230,3440.942617,419.6233197,0.552714554
1282,GYKGPHA,Nepal_2018WS,300644467,IR108963:6-1-1-3,3660.148718,361.3576412,0.341388455
1283,GYKGPHA,Nepal_2018WS,4220423,IR105469:72-18-2,3314.972363,412.0445728,0.557128074
1284,GYKGPHA,Nepal_2018WS,4443835,IR15L1008,3840.64745,415.9304791,0.557945508
1285,GYKGPHA,Nepal_2018WS,4194537,IR14F707,4255.952872,304.2676569,0.754258762
1286,GYKGPHA,Nepal_2018WS,2971736,IR11N121,4051.35757,419.9743968,0.552243021
1287,GYKGPHA,Nepal_2018WS,300234317,IR103728-B-B-B-B-1,4112.894029,430.4260529,0.525461815
1288,GYKGPHA,Nepal_2018WS,3022947,IR11A282,4053.701796,405.8267399,0.578737403
1289,GYKGPHA,Nepal_2018WS,300100048,IR103411-B-B-3-3,3236.726778,431.5741152,0.523182389
1290,GYKGPHA,Nepal_2018WS,2819750,NSIC 2016 RC 466,2504.114847,415.4811748,0.561420509
1291,GYKGPHA,Nepal_2018WS,2487859,IR82589-B-B-84-3,3432.822037,376.5775721,0.635495285
1292,GYKGPHA,Nepal_2018WS,3041042,IR86385-84-1-1-B,2875.866441,340.9404338,0.702623058
1293,GYKGPHA,Nepal_2018WS,300589926,IR108038-B-B-B-2-B-B,3612.571111,416.3421484,0.559913524
1294,GYKGPHA,Nepal_2018WS,300159918,IR15L1505,3469.130033,323.3348265,0.7322869
1295,GYKGPHA,Nepal_2018WS,400000012,Radha-4,3621.340613,360.4486619,0.344697705
1296,GYKGPHA,Nepal_2018WS,300100114,IR103419-B-B-1-3,3323.78405,372.9627152,0.645330002
1297,GYKGPHA,Nepal_2018WS,2652454,IR83383-B-B-129-4,3823.248859,323.0314406,0.729224618
1298,GYKGPHA,Nepal_2018WS,123287,TDK 1,3635.770393,400.4408406,0.589489916
1299,GYKGPHA,Nepal_2018WS,3426240,IR12A229,3777.05265,416.8796957,0.554768617
1300,GYKGPHA,Nepal_2018WS,3423716,IR12A136,3326.777089,428.3641638,0.533805854
1301,GYKGPHA,Nepal_2018WS,3427008,IR12A282,3343.350119,429.1218627,0.528235165
1302,GYKGPHA,Nepal_2018WS,300133165,IR15T1476,3821.708446,426.9171896,0.539124145
1303,GYKGPHA,Nepal_2018WS,2318925,IR82077-B-B-71-1,3708.549524,422.8115697,0.535844371
1304,GYKGPHA,Nepal_2018WS,300099901,IR103390-B-B-2-3,3324.722489,432.5579396,0.521599538
1305,GYKGPHA,Nepal_2018WS,4688573,PR37464-31-3-2-2-2-3-1-B-5-1-1,3442.463994,441.5174266,0.508270119
1306,GYKGPHA,Nepal_2018WS,4452548,IR100692-AJY 5-1-AJY 1,4026.04756,412.7423167,0.558030916
1307,GYKGPHA,Nepal_2018WS,94801,IRRI 123,3601.367903,343.2867174,0.69874374
1308,GYKGPHA,Nepal_2018WS,2146449,IR81047-B-106-2-4,3292.860309,411.7203359,0.558921405
1309,GYKGPHA,Nepal_2018WS,300719793,IR118165-B-9-2-1-5,3863.738401,364.0108823,0.661867864
1310,GYKGPHA,Nepal_2018WS,4453621,IR100638-12-AJY 3-CMU 2,3845.259884,415.2386555,0.552857294
1311,GYKGPHA,Nepal_2018WS,4229275,IR93339:39-B-6-5-B-B-B-47,4125.179452,425.4083772,0.542780829
1312,GYKGPHA,Nepal_2018WS,2162177,BINA dhan 8,3374.463314,424.5332776,0.530823102
1313,GYKGPHA,Nepal_2018WS,2158489,IR79971-B-191-B-B,2978.188367,401.1891226,0.58100249
1314,GYKGPHA,Nepal_2018WS,3425965,IR12A329,4608.467406,389.6897823,0.611692435
1315,GYKGPHA,Nepal_2018WS,300133147,IR15T1330,4171.372161,425.0207132,0.537439723
1316,GYKGPHA,Nepal_2018WS,3658875,IR13A107,3876.828954,409.8867666,0.570228319
1317,GYKGPHA,Nepal_2018WS,4453095,IR92831-22-BAY 2-1-CMU 1,2797.477235,425.0893363,0.537730103
1318,GYKGPHA,Nepal_2018WS,4275035,IR14L331,3716.42269,385.863985,0.619130904
1319,GYKGPHA,Nepal_2018WS,3272808,IR12N135,3543.971813,439.6742796,0.504747811
1320,GYKGPHA,Nepal_2018WS,4536811,PIR-26>C0-2071-1-4-2-1,4286.143317,431.7379168,0.526225465
1321,GYKGPHA,Nepal_2018WS,2972722,IR11A341,4048.188351,408.8507228,0.573125922
1322,GYKGPHA,Nepal_2018WS,300160009,IR15L1656,3272.176252,353.6958277,0.679650149
1323,GYKGPHA,Nepal_2018WS,1604378,IR80411-B-49-1,3807.257306,400.9206549,0.546651337
1324,GYKGPHA,Nepal_2018WS,4608486,IR115838:5-5-5,3115.642238,428.2873304,0.52936796
1325,GYKGPHA,Nepal_2018WS,3658769,IR13N102,4459.374963,407.8562167,0.575551282
1326,GYKGPHA,Nepal_2018WS,3592657,IR13N152,3433.068538,435.1619617,0.51510953
1327,GYKGPHA,Nepal_2018WS,4275086,IR14L345,3381.042067,386.3213318,0.618227516
